,Country,Subject Descriptor,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
998,Nicaragua,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,2.095,0.285,2.015,1.238,1.664,1.687,1.009,1.304,-0.422,-1.483,-0.129,-0.059,-0.15,-0.711,-1.271,-1.442,-1.7,-1.576,-3.192,-0.403,-4.388,-5.222
1004,Niger,"Inflation, end of period consumer prices",,23.645,-0.373,6.554,0.527,-4.983,-4.231,0.192,-4.603,1.608,-2.572,-6.904,-2.615,3.471,40.585,7.644,3.632,4.114,3.358,-1.426,4.353,3.05,0.602,-1.512,3.691,4.164,0.328,4.746,13.594,-4.299,2.677,1.413,0.707,1.099,-0.579,2.13,-2.156,1.747,1.618,-2.317,2.255,2.0
1005,Niger,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Niger,General government net lending/borrowing,,,,,,,,,,,,,,,,-3.647,-0.548,-2.595,-2.266,-4.378,-3.013,-2.627,-2.22,-2.167,-2.717,-1.534,31.015,-0.748,1.115,-3.939,-1.774,-1.091,-0.829,-1.933,-6.133,-6.761,-4.492,-4.122,-3.005,-3.555,-4.196,-3.306
1008,Nigeria,"Gross domestic product, constant prices",,,,,,,,,,,,-0.552,2.193,1.569,0.257,1.872,4.052,2.886,2.496,0.522,5.518,6.667,14.604,9.503,10.442,7.008,6.726,7.318,7.199,8.353,11.259,4.887,4.279,5.394,6.31,2.653,-1.617,0.806,1.923,2.208,-3.41,2.365
1009,Nigeria,"Gross domestic product, current prices",,,,,,,,,,,184.454,189.64,198.216,206.096,211.037,219.496,232.572,243.41,252.293,257.272,277.537,302.533,352.201,392.831,445.531,491.605,540.549,595.691,650.996,710.754,799.992,856.619,910.41,976.355,1057.17,1096.51,1089.95,1119.43,1168.75,1215.39,1181.4,1232.91
1010,Nigeria,"Gross domestic product per capita, constant prices",,,,,,,,,,,,-3.053,-0.351,-0.942,-2.212,-0.632,1.494,0.357,-0.026,-1.956,2.909,4.021,11.751,6.759,7.652,4.277,3.976,4.53,4.396,5.506,8.326,2.116,1.521,2.611,3.514,-0.029,-4.169,-1.789,-0.68,-0.38,-5.835,-0.183
1011,Nigeria,"Inflation, average consumer prices",,,,,,,,,,,,,,,,,29.291,10.673,7.862,6.618,6.938,18.869,12.883,14.033,15.001,17.856,8.218,5.401,11.581,12.536,13.742,10.825,12.225,8.495,8.048,9.01,15.696,16.502,12.094,11.397,13.393,12.37
1012,Nigeria,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,,,14.314,10.213,11.913,0.224,14.527,16.495,12.169,23.811,10.008,11.565,8.5,6.607,15.052,13.93,11.816,10.287,11.979,7.961,7.978,9.554,18.546,15.368,11.442,11.982,13.873,11.296
1013,Nigeria,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.092,5.957,10.566,9.955,7.841,9.0,13.375,17.462,22.562,,,
1014,Nigeria,General government net lending/borrowing,,,,,,,,,,,-0.671,-1.663,1.326,-8.555,-4.166,3.55,4.748,1.599,-4.892,-1.958,4.065,-3.222,1.342,-2.195,5.488,4.908,8.695,-1.067,5.701,-5.364,-4.224,0.378,0.244,-2.334,-2.129,-3.165,-4.013,-5.4,-4.306,-4.976,-6.421,-5.842
1015,Nigeria,Current account balance,,,,,,,,,,,8.024,2,4.338,-1.374,-2.656,-1.95,2.031,0.294,-2.024,0.88,10.951,3.388,1.152,3.294,12.92,21.533,16.391,10.544,8.826,4.662,3.553,2.576,3.769,3.699,0.159,-3.135,0.673,2.768,1.34,-3.797,-3.324,-2.513
1016,North Macedonia,"Gross domestic product, constant prices",,,,,,,,,,,,,,-7.5,-1.8,-1.1,1.2,1.351,3.381,4.348,4.539,-3.067,1.494,2.223,4.674,4.724,5.137,6.473,5.472,-0.359,3.359,2.34,-0.456,2.925,3.629,3.856,2.848,1.082,2.72,3.551,-4,7.0
1017,North Macedonia,"Gross domestic product, current prices",,,,,,,,,,,,,11.961,11.326,11.36,11.471,11.821,12.187,12.741,13.487,14.414,14.278,14.721,15.328,16.476,17.792,19.272,21.07,22.656,22.747,23.785,24.85,25.211,26.403,27.868,29.244,30.388,31.295,32.93,34.694,33.517,36.563
1018,North Macedonia,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,-7.947,-2.3,-1.684,0.502,1.031,2.884,3.888,4.136,-3.385,1.213,1.984,4.359,4.502,4.875,6.305,5.295,-0.558,3.13,2.215,-0.577,2.752,3.459,3.75,2.728,1.004,2.641,3.471,-4,7.0
1019,North Macedonia,"Inflation, average consumer prices",,,,,,,,,,,,,,338.684,126.583,16.374,2.467,1.294,0.544,-1.279,6.608,5.199,2.314,1.105,-0.659,-0.57,3.272,2.794,7.522,-0.739,1.508,3.905,3.317,2.785,-0.282,-0.3,-0.239,1.352,1.458,0.766,-0.907,0.833
1020,North Macedonia,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,,,-0.75,3.2,-2.114,3.293,5.836,3.96,0.806,2.677,-2.167,1.092,3.117,6.153,4.052,-1.42,3.032,2.784,4.69,1.35,-0.5,-0.35,-0.21,2.382,0.84,0.434,-0.4,1.0
1021,North Macedonia,Unemployment rate,,,,,,,,,,,,,,,,,31.992,36.104,34.481,32.411,31.727,30.515,31.944,36.687,37.15,37.25,36.025,34.925,33.775,32.175,32.05,31.375,31.0,29.0,28.025,26.05,23.75,22.375,20.725,17.25,20.387,18.982
1022,North Macedonia,General government net lending/borrowing,,,,,,,,,,,,,,,,,,-0.352,-1.594,0.027,2.375,-5.882,-5.242,-0.072,0.374,0.213,-0.508,0.577,-0.928,-2.628,-2.411,-2.474,-3.807,-3.836,-4.195,-3.475,-2.702,-2.74,-1.763,-1.954,-6.505,-3.052
1023,North Macedonia,Current account balance,,,,,,,,,,,,,-0.379,-4.075,-8.57,-5.83,-7.14,-7.57,-8.253,-2.522,-1.791,-6.694,-8.927,-3.881,-7.914,-2.439,-0.427,-6.925,-12.802,-6.773,-2.028,-2.508,-3.164,-1.646,-0.505,-1.953,-2.852,-1.051,-0.139,-2.765,-2.172,-1.305
1036,Oman,"Inflation, end of period consumer prices",,,,,,,,,,,,2.737,1.047,0.235,-0.892,-0.322,0.067,0.034,0.47,-0.345,-1.02,-4.142,-0.101,-0.101,2.018,1.879,4.272,8.287,11.78,0.923,4.192,3.292,2.881,0.304,1.011,0.065,1.109,1.597,0.881,0.134,1,3.4
1037,Oman,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Oman,General government net lending/borrowing,,,,,,,,,,,5.475,0.133,-5.56,-7.836,-8.557,-4.47,2.543,5.471,-5.01,0.347,13.876,8.613,6.085,6.768,6.223,12.805,13.988,12.038,16.797,-0.31,5.634,9.387,4.647,4.678,-1.08,-15.943,-21.309,-13.959,-7.944,-6.952,-16.904,-14.823
1045,Pakistan,Unemployment rate,,,,3.85,3.75,3.65,3.3,3.071,3.142,3.141,3.13,5.85,5.85,4.73,4.84,5.37,5.37,6.12,5.89,5.89,7.82,7.82,8.27,8.27,7.69,7.69,6.2,5.2,5.2,5.46,5.55,5.95,5.95,5.975,6.0,5.9,5.958,6.018,5.55,4.08,4.5,5.11
1046,Pakistan,General government net lending/borrowing,,,,,,,,,,,,,,-6.898,-4.527,-4.865,-5.409,-4.825,-5.57,-3.83,-4.009,-3.06,-3.313,-0.148,-1.617,-2.814,-3.286,-5.117,-7.059,-5.048,-6.013,-6.73,-8.631,-8.369,-4.852,-5.254,-4.416,-5.759,-6.422,-8.848,-9.197,-6.469
1048,Palau,"Gross domestic product, constant prices",,,,,,,,,,,,,,,,,,,,,,5.64,3.161,-2.826,4.709,3.934,-0.018,0.999,-6.295,-5.83,-0.633,5.828,2.11,-1.304,5.451,8.202,0.019,-3.4,5.158,0.5,-11.949,14.44
1049,Palau,"Gross domestic product, current prices",,,,,,,,,,,,,,,,,,,,,0.158,0.171,0.179,0.177,0.191,0.204,0.211,0.218,0.209,0.198,0.199,0.215,0.224,0.225,0.241,0.264,0.267,0.262,0.283,0.289,0.256,0.299
1050,Palau,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,,,,,,,,,4.127,2.341,-3.597,3.877,3.109,0.524,2.922,-4.511,-4.037,1.259,7.843,4.054,-0.105,5.696,6.353,-1.227,-3.491,7.347,1.515,-11.949,13.306
1051,Palau,"Inflation, average consumer prices",,,,,,,,,,,,,,,,,,,,,,-0.726,-0.273,0.647,0.537,3.558,4.239,3.02,9.931,4.683,1.094,2.633,5.439,2.845,3.962,2.199,-1.336,0.903,1.574,0.7,0.5,1.5
1052,Palau,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,,,,,,,,-2.374,0.346,0.691,0.824,5.214,3.904,2.621,16.764,-2.468,1.274,6.076,1.665,3.703,3.839,0.299,0.356,0.307,1.443,0.7,0.5,1.5
1053,Palau,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Palau,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,-12.439,-16.65,-12.683,-2.217,-4.866,1.615,0.142,-2.093,-1.715,-0.877,-0.977,1.3,1.024,0.749,3.607,5.181,3.59,4.852,6.116,1.907,-4.982,-2.513
1055,Palau,Current account balance,,,,,,,,,,,,,,,,,,,,,-51.165,-32.255,-27.7,-25.135,-31.781,-24.025,-25.72,-18.827,-20.145,-10.478,-8.93,-12.564,-15.297,-14.107,-17.845,-8.71,-13.567,-19.141,-15.804,-23.61,-30.674,-27.619
1062,Panama,General government net lending/borrowing,,,,,,,,,,,,,,,-3.299,-2.666,1.629,-0.779,-2.599,-0.957,-0.564,-2.163,-3.058,-4.373,-4.55,-2.434,0.475,3.2,0.386,-0.882,-1.713,-1.864,-1.406,-2.227,-3.127,-2.421,-1.975,-2.163,-3.185,-3.144,-6.245,-2.517
1068,Papua New Guinea,"Inflation, end of period consumer prices",,,,,4.39,4.336,5.29,2.99,7.549,1.81,8.89,5.693,4.969,4.813,6.528,18.703,5.282,5.331,21.813,13.197,9.971,10.352,14.815,8.438,2.377,4.72,-0.945,3.242,11.249,5.672,4.894,4.366,5.816,2.893,6.654,6.327,6.612,4.7,4.8,3.369,5.245,6.157
1069,Papua New Guinea,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Papua New Guinea,General government net lending/borrowing,,,,-2.946,-1.07,-1.812,-2.376,0.307,0.305,0.331,-1.989,-0.609,-4.234,-4.793,-0.986,1.053,2.008,0.658,-0.161,-1.892,0.297,-1.299,-1.666,0.184,2.014,2.843,5.337,6.899,2.734,-5.483,3.062,2.215,-1.19,-6.87,-6.265,-4.583,-4.746,-2.475,-2.588,-4.139,-4.962,-3.851
1077,Paraguay,Unemployment rate,,,,8.3,7.3,5.1,6.1,5.5,4.7,6.1,6.6,5.1,5.3,5.1,4.4,3.3,8.2,5.0,5.8,6.8,7.3,7.6,10.8,8.059,7.307,5.831,6.653,5.601,5.728,6.398,5.674,5.621,4.573,5.021,6.038,5.351,5.998,6.086,6.236,7.175,7.065,6.366
1084,Peru,"Inflation, end of period consumer prices",,,72.95,125.072,111.458,158.257,62.898,114.534,1722.05,2775.3,7649.73,139.229,56.734,39.48,15.384,10.228,11.84,6.463,6.007,3.726,3.734,-0.127,1.516,2.484,3.481,1.494,1.138,3.928,6.65,0.245,2.076,4.738,2.649,2.86,3.224,4.398,3.235,1.365,2.192,1.9,1.575,2.003
1086,Peru,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,-2.116,-2.154,-1.404,-1.622,-1.033,-0.436,2.029,3.348,2.68,-1.389,0.122,2.012,2.051,0.735,-0.228,-2.124,-2.254,-2.935,-2.001,-1.368,-7.085,-2.622
1093,Philippines,Unemployment rate,,,,,,11.058,11.682,11.062,9.402,9.129,8.4,10.5,9.8,9.275,9.475,9.525,8.525,8.675,10.05,9.725,11.175,11.125,11.4,11.4,11.825,11.35,7.95,7.325,7.4,7.475,7.325,7.025,6.975,7.075,6.8,6.275,5.475,5.725,5.325,5.075,6.2,5.25
1094,Philippines,General government net lending/borrowing,,,,,,,,,,-1.686,-1.566,-0.269,-0.447,0.647,-0.458,-0.017,0.554,0.379,-1.35,-2.36,-3.381,-3.616,-3.841,-3.621,-2.919,-1.693,-0.048,-0.298,0.017,-2.685,-2.353,-0.318,-0.304,0.196,0.864,0.613,-0.369,-0.39,-1.629,-1.926,-3.361,-2.724
1100,Poland,"Inflation, end of period consumer prices",,,,,,287.013,-21.477,54.701,58.287,27.747,86.538,60.345,44.432,37.683,29.658,21.6,18.5,13.2,8.6,9.801,8.5,3.6,0.8,1.7,4.4,0.7,1.4,4.0,3.3,3.5,3.1,4.6,2.4,0.7,-1.0,-0.5,0.8,2.1,1.1,3.4,2.149,2.543
1101,Poland,Unemployment rate,,,,,,,,,,,6.3,11.8,13.6,16.4,11.4,13.341,12.343,11.246,10.576,13.133,16.087,18.242,19.934,19.643,18.974,17.745,13.843,9.604,7.119,8.169,9.635,9.632,10.088,10.328,8.988,7.499,6.161,4.888,3.846,3.279,9.919,8.032
1102,Poland,General government net lending/borrowing,,,,,,,,,,,,,,,,-4.39,-4.838,-4.605,-4.252,-2.298,-2.965,-4.759,-4.819,-6.043,-5.047,-3.962,-3.557,-1.853,-3.6,-7.253,-7.397,-4.88,-3.742,-4.182,-3.646,-2.616,-2.369,-1.459,-0.238,-0.708,-6.734,-3.511
1110,Portugal,General government net lending/borrowing,,,,,,,-10.392,-8.585,-4.413,-3.577,-6.922,-8.036,-5.306,-8.166,-7.468,-5.242,-4.75,-3.707,-4.274,-2.987,-3.398,-4.784,-3.79,-4.384,-6.11,-6.221,-4.233,-3.045,-3.761,-9.807,-11.191,-7.386,-5.662,-4.836,-7.12,-4.303,-1.97,-2.96,-0.446,0.19,-7.094,-1.888
1112,Puerto Rico,"Gross domestic product, constant prices",,1.07,-3.049,0.468,7.318,2.061,8.163,4.917,6.508,4.94,3.781,2.304,4.564,4.645,4.186,4.549,2.314,4.88,6.518,4.413,3.272,9.468,2.17,2.341,1.987,-1.987,-1.41,-1.162,-1.844,-1.952,-0.413,-0.359,0.029,-0.307,-1.19,-1.049,-1.263,-2.657,-4.906,2.0,-6,1.5
1114,Puerto Rico,"Gross domestic product per capita, constant prices",,0.242,-3.875,-0.423,6.331,1.085,7.094,3.841,5.379,3.79,2.739,1.642,3.856,3.904,3.416,3.744,1.493,4.005,5.597,3.474,2.501,9.234,2.039,2.277,1.966,-1.846,-0.991,-0.582,-1.267,-1.416,0.092,0.8,1.247,0.842,0.436,0.68,0.557,0.626,-1.934,3.03,-4.569,3.052
1115,Puerto Rico,"Inflation, average consumer prices",,9.47,3.244,0.338,1.734,0.212,-0.236,2.078,2.577,2.832,4.368,2.238,1.486,0.967,1.438,1.915,3.312,1.886,0.059,0.671,3.077,0.583,0.19,1.388,2.536,5.611,5.184,4.228,5.21,0.278,2.474,2.899,1.346,1.061,0.566,-0.751,-0.294,1.752,1.272,0.733,-1.549,0.641
1116,Puerto Rico,"Inflation, end of period consumer prices",,7.422,1.369,1.013,0.668,0.172,0.497,2.764,2.838,2.706,5.628,0.888,1.1,-0.062,2.179,2.594,3.9,0.369,-0.184,1.558,3.53,-1.959,2.308,0.541,4.94,5.88,4.519,4.248,1.36,3.905,0.527,3.266,1.152,0.811,0.07,-0.159,0.453,1.161,0.569,0.733,-1.549,0.641
1118,Puerto Rico,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.073,-2.116,-1.842,-2.111,-2.507,-2.589,-3.669,-2.145
1119,Puerto Rico,Current account balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Qatar,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Qatar,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Qatar,General government net lending/borrowing,,,,,,,,,,,2.747,-2.082,-2.285,-7.727,-9.514,-4.872,-7.477,-8.304,-5.794,-3.957,4.706,4.47,7.879,6.762,17.691,10.651,8.911,10.646,10.036,14.551,6.779,7.323,10.522,21.56,14.343,4.515,-5.375,-2.937,5.178,4.061,5.25,1.392
1132,Romania,"Inflation, end of period consumer prices",,,,,,,,,,,,222.803,199.213,295.481,61.739,27.75,56.9,151.42,40.57,54.81,40.71,30.193,17.89,14.241,9.158,8.717,4.879,6.561,6.3,4.751,7.978,3.133,4.964,1.569,0.828,-0.947,-0.534,3.32,3.261,4.047,1.388,1.937
1133,Romania,Unemployment rate,,,,,,4.0,3.9,3.7,3.7,3.4,3.4,3.5,5.441,9.206,10.994,9.882,7.323,7.85,9.611,7.173,7.646,7.331,8.288,7.838,8.027,7.153,7.144,6.314,5.544,6.284,6.971,7.146,6.794,7.096,6.802,6.812,5.902,4.927,4.187,3.912,10.1,6.0
1134,Romania,General government net lending/borrowing,,,,,,,,,,,1.027,3.23,-4.552,-0.35,-2.2,-3.32,-4.738,-5.187,-5.329,-3.579,-3.988,-3.201,-2.595,-2.286,-3.393,-0.69,-1.36,-3.046,-4.605,-6.858,-6.365,-4.262,-2.488,-2.482,-1.719,-1.352,-2.392,-2.832,-2.819,-4.583,-8.867,-6.992
1136,Russia,"Gross domestic product, constant prices",,,,,,,,,,,,,,-8.7,-12.7,-4.1,-3.608,1.382,-5.345,6.351,10.046,5.091,4.744,7.349,7.176,6.376,8.154,8.535,5.248,-7.821,4.503,5.066,3.7,1.8,0.7,-1.955,0.286,1.794,2.535,1.336,-5.466,3.496
1137,Russia,"Gross domestic product, current prices",,,,,,,,,,,,,1707.07,1595.48,1422.6,1392.88,1367.21,1410.0,1349.66,1456.1,1638.2,1759.35,1871.97,2046.85,2252.79,2471.07,2753.43,3068.73,3292.58,3058.21,3233.18,3467.94,3665.23,3796.67,3894.0,3857.64,3908.74,4053.81,4257.84,4389.96,4176.35,4406.63
1138,Russia,"Gross domestic product per capita, constant prices",,,,,,,,,,,,-5,-14.673,-8.577,-12.759,-3.971,-3.608,1.725,-5.153,6.786,10.497,5.887,4.889,7.87,7.548,6.822,8.457,8.535,5.321,-7.885,4.43,4.993,3.483,1.517,-1.09,-2.089,0.081,1.725,2.605,1.385,-5.395,3.604
1139,Russia,"Inflation, average consumer prices",,,,,,,,,,,,,,874.255,307.547,197.3,47.752,14.761,27.686,85.746,20.799,21.477,15.789,13.663,10.889,12.685,9.669,9.007,14.111,11.647,6.849,8.44,5.075,6.754,7.823,15.534,7.042,3.683,2.878,4.47,3.088,2.988
1140,Russia,"Inflation, end of period consumer prices",,,,,,,,,,,,,,840.056,214.768,131.326,21.812,11.032,84.436,36.558,20.2,18.584,15.056,11.988,11.741,10.915,8.996,11.869,13.282,8.797,8.777,6.101,6.576,6.45,11.362,12.908,5.375,2.523,4.269,3.046,3.793,2.887
1141,Russia,Unemployment rate,,,,,,,,,,,,,5.2,5.9,8.1,9.4,9.258,10.808,11.875,13.033,10.558,8.942,8.042,8.233,7.733,7.15,7.05,6.025,6.233,8.242,7.358,6.508,5.45,5.5,5.158,5.575,5.525,5.2,4.8,4.6,4.931,4.81
1142,Russia,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,-7.419,-3.584,3.105,2.989,0.672,1.349,4.572,7.592,7.798,5.582,4.547,-5.885,-3.192,1.431,0.383,-1.162,-1.07,-3.386,-3.67,-1.469,2.91,1.934,-4.841,-3.009
1143,Russia,Current account balance,,,,,,,,,,,,,-1.308,1.316,3.009,2.211,2.404,-0.192,0.024,10.879,16.301,9.751,7.417,7.18,9.241,10.307,8.698,5.182,5.836,3.855,4.125,4.752,3.257,1.459,2.795,4.996,1.92,2.059,6.832,3.822,0.702,0.583
1148,Rwanda,"Inflation, end of period consumer prices",,3.108,18.428,1.792,5.924,-1.898,2.362,2.895,2.293,0.728,6.048,21.408,14.495,7.536,42.351,40.7,8.743,16.606,-5.956,1.967,5.924,-0.219,6.165,7.677,10.25,5.608,12.138,6.579,22.323,5.737,0.227,8.336,3.885,3.645,2.114,4.531,7.284,0.665,1.135,6.731,5,5.0
1149,Rwanda,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Rwanda,General government net lending/borrowing,,,,,,,,,,,,,-8.549,-7.831,-11.322,-2.421,-5.938,-2.634,-3.073,-5.235,-0.26,-2.114,-2.367,-1.428,2.588,1.277,-0.03,-1.633,0.868,0.27,-0.668,-0.891,-2.453,-1.302,-4.028,-2.762,-2.329,-2.548,-2.607,-5.181,-8.073,-4.633
1154,Samoa,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,,,,,,,-1.075,4.582,6.815,5.043,4.578,2.443,5.972,1.482,-0.16,2.864,-1.233,1.783,3.326,-4.91,-1.266,-0.707,3.577,6.767,0.125,-3.03,2.552,-4.517,-0.386
1156,Samoa,"Inflation, end of period consumer prices",,,,,,,2.682,11.161,3.192,12.25,8.407,0.57,6.776,4.371,6.17,1.71,5.717,3.818,2.145,-0.585,2.748,1.16,9.869,0.0,15.326,1.053,2.083,8.036,8.855,9.978,-0.296,2.868,5.481,-1.732,0.186,0.37,2.251,1.022,5.782,-0.087,1.7,1.4
1157,Samoa,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Samoa,General government net lending/borrowing,,,,,,,,,,,,,-10.141,-13.508,-9.75,-5.974,1.245,1.971,1.679,0.281,-0.632,-2.008,-1.815,-0.525,-0.762,0.237,-0.455,0.56,-0.365,-3.059,-5.628,-5.298,-7.553,-3.954,-5.659,-3.959,-0.366,-2.089,0.07,2.717,-9.058,-5.933
1160,San Marino,"Gross domestic product, constant prices",,,,,,,,,,,,,,,,,,,7.52,8.998,2.203,5.539,0.315,3.9,4.565,2.426,3.826,7.103,-0.378,-10.134,-5.805,-8.522,-7.207,-0.817,-0.657,2.695,2.344,0.435,1.696,1.1,-12.17,5.4
1161,San Marino,"Gross domestic product, current prices",,,,,,,,,,,,,,,,,,1.15,1.25,1.382,1.444,1.558,1.587,1.68,1.804,1.905,2.038,2.242,2.276,2.061,1.964,1.834,1.735,1.751,1.772,1.838,1.901,1.945,2.026,2.084,1.842,1.98
1162,San Marino,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.636,-11.269,-6.994,-9.597,-8.298,-1.983,-1.824,1.784,1.82,-0.08,1.174,0.582,-12.62,5.078
1163,San Marino,"Inflation, average consumer prices",,,,,,,,,,,,,,,,,,,,,,,,1.339,1.429,1.687,2.095,2.475,4.096,2.417,2.761,1.834,2.827,1.604,1.113,0.146,0.574,1.046,1.764,0.951,0.305,1.47
1164,San Marino,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,,,,,,,,,,,1.087,1.9,2.007,4.019,3.155,1.964,2.991,2.0,2.531,1.458,0.494,0.232,0.833,1.046,1.764,0.951,0.305,1.47
1165,San Marino,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,3.54,3.921,4.119,3.362,3.56,3.313,3.021,3.114,4.483,4.945,5.469,6.909,8.079,8.739,9.182,8.597,8.095,8.009,7.66,10.314,8.557
1166,San Marino,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,,,,,2.229,3.267,1.374,1.825,0.176,-2.461,-2.238,-4.049,-7.079,-7.741,1.064,-3.324,-0.185,-3.375,-1.556,-2.483,-7.314,-6.549
1167,San Marino,Current account balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.059,-1.581,0.717,-4.454,-1.438
1172,São Tomé and Príncipe,"Inflation, end of period consumer prices",,11.483,0.4,7.0,3.2,0.1,13.9,25.0,41.2,44.8,40.4,52.687,27.335,32.698,75.409,36.901,51.716,80.473,20.846,9.6,9.6,9.422,9.031,9.976,15.244,17.195,24.562,27.559,24.834,16.087,12.89,11.939,10.406,7.134,6.426,3.959,5.123,7.69,9.045,7.724,8,6.0
1173,São Tomé and Príncipe,Unemployment rate,13.623,13.623,13.623,13.623,13.623,13.623,13.623,13.623,13.623,15.1,15.878,16.764,15.564,14.944,14.645,14.352,14.065,14.419,14.419,14.419,14.4,15.73,17.63,16.36,16.12,16.47,16.65,15.852,15.712,15.095,14.628,14.127,13.59,13.525,13.472,13.433,13.416,13.472,,,,
1174,São Tomé and Príncipe,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,51.457,-13.815,-11.293,-15.926,-25.115,26.812,17.258,125.135,13.648,-19.257,-11.711,-12.518,-11.215,1.896,-5.307,-6.252,-4.235,-2.689,-1.883,-1.758,-4.48,-1.883
1181,Saudi Arabia,Unemployment rate,,,,,,,,,,,,,,,,,,,,4.345,4.571,4.617,5.265,5.562,5.822,6.051,6.254,5.645,5.176,5.377,5.548,5.772,5.524,5.568,5.721,5.591,5.6,6.0,6.0,,,
1182,Saudi Arabia,General government net lending/borrowing,,,,,,,,,,,,-3.281,-8.121,-9.327,-8.312,-5.123,-3.247,-2.506,-8.875,-5.991,3.184,-3.906,-5.907,1.199,9.718,17.987,20.823,11.784,29.802,-5.383,4.392,11.554,11.933,5.639,-3.542,-15.838,-17.203,-9.236,-5.871,-4.452,-12.593,-9.025
1188,Senegal,"Inflation, end of period consumer prices",,11.285,15.913,12.382,9.701,11.681,4.106,-5.164,-2.079,0.809,-0.909,-0.718,-0.496,0.498,37.539,5.51,2.494,1.969,0.908,0.486,1.366,4.051,1.5,-1.488,1.709,1.422,3.909,6.178,5.548,-4.545,4.294,2.735,1.134,-0.076,-0.808,0.959,2.859,-0.792,1.116,0.638,1.869,1.966
1189,Senegal,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Senegal,General government net lending/borrowing,,,,,,,,,,,,,,,5.708,2.348,0.905,0.972,0.929,-0.623,0.788,-1.518,0.197,-0.52,0.182,-0.263,-3.616,-2.737,-3.497,-3.625,-3.911,-4.9,-4.146,-4.325,-3.896,-3.682,-3.272,-2.969,-3.644,-3.888,-5.643,-3.257
1192,Serbia,"Gross domestic product, constant prices",,,,,,,,,,,,,,,,,,,,-12.147,7.759,4.993,7.116,4.415,9.047,10.154,5.108,6.44,5.656,-2.732,0.731,2.036,-0.682,2.893,-1.59,1.776,3.34,2.049,4.392,4.187,-3.016,7.474
1193,Serbia,"Gross domestic product, current prices",,,,,,,,,,,,,,,,,,,,,46.247,49.621,53.992,57.423,64.304,73.04,79.094,86.449,93.114,91.261,93.0,96.876,98.061,102.667,102.905,105.824,110.491,114.879,122.846,130.222,127.096,139.258
1194,Serbia,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,,,,,,2.826,-11.828,8.104,5.173,7.164,4.687,9.301,10.486,5.522,6.872,6.106,-2.341,1.137,2.811,-0.199,3.394,-1.11,2.299,3.883,2.594,4.964,4.469,-2.627,7.906
1195,Serbia,"Inflation, average consumer prices",,,,,,,,,,,,,,,,,,,30.0,41.1,70.0,80.744,8.868,2.901,10.602,16.253,10.732,6.002,12.411,8.117,6.143,11.137,7.33,7.694,2.082,1.392,1.122,3.131,1.96,1.85,1.437,1.938
1196,Serbia,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,,,,,44.411,45.408,111.959,26.258,2.508,4.107,14.202,15.839,5.718,11.025,8.584,6.601,10.245,7.004,12.184,2.195,1.752,1.556,1.532,3.017,1.987,1.85,1.55,2.0
